Relation ID ; Absolute ; Relative ; Quadratic ; SquaredQError ; SquaredRelative ; Estimate ; Truth ; Tuples 
336177 ; 0.01352835 ; 0.44476769 ; 0.00018302 ; 0.34617771 ; 0.19781830 ; 1.688832e-02 ; 3.041667e-02 ; 4800
336177 ; 0.04201017 ; 0.60373894 ; 0.00176485 ; 0.85688725 ; 0.36450071 ; 2.757317e-02 ; 6.958333e-02 ; 4800
336177 ; 0.03918332 ; 0.43436471 ; 0.00153533 ; 0.32467862 ; 0.18867270 ; 5.102502e-02 ; 9.020833e-02 ; 4800
336177 ; 0.00233571 ; 0.41523715 ; 0.00000546 ; 0.28788472 ; 0.17242189 ; 3.289291e-03 ; 5.625000e-03 ; 4800
336177 ; 0.00622807 ; 0.51542630 ; 0.00003879 ; 0.52487961 ; 0.26566428 ; 5.855265e-03 ; 1.208333e-02 ; 4800
336177 ; 0.01103649 ; 0.82773692 ; 0.00012180 ; 3.09313972 ; 0.68514840 ; 2.296841e-03 ; 1.333333e-02 ; 4800
336177 ; 0.00188618 ; 0.47650872 ; 0.00000356 ; 0.41891302 ; 0.22706056 ; 2.072153e-03 ; 3.958333e-03 ; 4800
336177 ; 0.00000652 ; 65202.33928532 ; 0.00000000 ; 122.88312146 ; 4251345048.27823973 ; 6.520234e-06 ; 0.000000e+00 ; 4800
336177 ; 0.00286720 ; 0.52932909 ; 0.00000822 ; 0.56790712 ; 0.28018928 ; 2.549467e-03 ; 5.416667e-03 ; 4800
336177 ; 0.00001279 ; 127912.56033245 ; 0.00000000 ; 138.27666811 ; 16361623090.80292511 ; 1.279126e-05 ; 0.000000e+00 ; 4800
336177 ; 0.01138057 ; 0.43354539 ; 0.00012952 ; 0.32303119 ; 0.18796161 ; 1.486943e-02 ; 2.625000e-02 ; 4800
336177 ; 0.06713319 ; 0.45005487 ; 0.00450686 ; 0.35752839 ; 0.20254939 ; 8.203348e-02 ; 1.491667e-01 ; 4800
336177 ; 0.00751574 ; 0.38790937 ; 0.00005649 ; 0.24095818 ; 0.15047368 ; 1.185926e-02 ; 1.937500e-02 ; 4800
336177 ; 0.04016293 ; 0.51546001 ; 0.00161306 ; 0.52498041 ; 0.26569903 ; 3.775374e-02 ; 7.791667e-02 ; 4800
336177 ; 0.01276454 ; 0.55197989 ; 0.00016293 ; 0.64467598 ; 0.30468180 ; 1.036046e-02 ; 2.312500e-02 ; 4800
336177 ; 0.00564886 ; 0.77470042 ; 0.00003191 ; 2.22106649 ; 0.60016074 ; 1.642809e-03 ; 7.291667e-03 ; 4800
336177 ; 0.00989289 ; 0.71948325 ; 0.00009787 ; 1.61575071 ; 0.51765614 ; 3.857105e-03 ; 1.375000e-02 ; 4800
336177 ; 0.00348546 ; 0.79667765 ; 0.00001215 ; 2.53752987 ; 0.63469527 ; 8.895352e-04 ; 4.375000e-03 ; 4800
336177 ; 0.00094752 ; 0.07455880 ; 0.00000090 ; 0.00600388 ; 0.00555901 ; 1.176082e-02 ; 1.270833e-02 ; 4800
336177 ; 0.01769628 ; 0.62001569 ; 0.00031316 ; 0.93629877 ; 0.38441946 ; 1.084539e-02 ; 2.854167e-02 ; 4800
336177 ; 0.00035841 ; 0.57346276 ; 0.00000013 ; 0.72599873 ; 0.32885953 ; 2.665857e-04 ; 6.250000e-04 ; 4800
336177 ; 0.00957580 ; 0.56053491 ; 0.00009170 ; 0.67600788 ; 0.31419938 ; 7.507529e-03 ; 1.708333e-02 ; 4800
336177 ; 0.03558773 ; 0.67786155 ; 0.00126649 ; 1.28317660 ; 0.45949628 ; 1.691227e-02 ; 5.250000e-02 ; 4800
336177 ; 0.00065807 ; 0.78968963 ; 0.00000043 ; 2.43101382 ; 0.62360971 ; 1.752586e-04 ; 8.333333e-04 ; 4800
336177 ; 0.01429940 ; 0.48335999 ; 0.00020447 ; 0.43613998 ; 0.23363688 ; 1.528393e-02 ; 2.958333e-02 ; 4800
336177 ; 0.00182069 ; 0.22998208 ; 0.00000331 ; 0.06829937 ; 0.05289176 ; 6.095975e-03 ; 7.916667e-03 ; 4800
336177 ; 0.07742990 ; 0.41854000 ; 0.00599539 ; 0.29399504 ; 0.17517573 ; 1.075701e-01 ; 1.850000e-01 ; 4800
336177 ; 0.03733761 ; 0.74365363 ; 0.00139410 ; 1.85293549 ; 0.55302072 ; 1.287072e-02 ; 5.020833e-02 ; 4800
336177 ; 0.15532041 ; 0.76701436 ; 0.02412443 ; 2.12220344 ; 0.58831102 ; 4.717959e-02 ; 2.025000e-01 ; 4800
336177 ; 0.00387565 ; 0.50278682 ; 0.00001502 ; 0.48823256 ; 0.25279458 ; 3.832685e-03 ; 7.708333e-03 ; 4800
336177 ; 0.00465982 ; 0.42202129 ; 0.00002171 ; 0.30054324 ; 0.17810197 ; 6.381848e-03 ; 1.104167e-02 ; 4800
336177 ; 0.04503614 ; 0.48797625 ; 0.00202825 ; 0.44807529 ; 0.23812082 ; 4.725553e-02 ; 9.229167e-02 ; 4800
336177 ; 0.02571362 ; 0.44397614 ; 0.00066119 ; 0.34450334 ; 0.19711481 ; 3.220305e-02 ; 5.791667e-02 ; 4800
336177 ; 0.00040622 ; 0.97491788 ; 0.00000017 ; 13.58364732 ; 0.95046487 ; 1.045079e-05 ; 4.166667e-04 ; 4800
336177 ; 0.00006473 ; 0.06213661 ; 0.00000000 ; 0.00363399 ; 0.00386096 ; 1.106392e-03 ; 1.041667e-03 ; 4800
336177 ; 0.00086707 ; 0.59455884 ; 0.00000075 ; 0.81501087 ; 0.35350022 ; 5.912683e-04 ; 1.458333e-03 ; 4800
336177 ; 0.01329551 ; 0.52742507 ; 0.00017677 ; 0.56183863 ; 0.27817720 ; 1.191283e-02 ; 2.520833e-02 ; 4800
336177 ; 0.00797697 ; 0.47861835 ; 0.00006363 ; 0.42415649 ; 0.22907553 ; 8.689694e-03 ; 1.666667e-02 ; 4800
336177 ; 0.00439515 ; 0.65927322 ; 0.00001932 ; 1.15922764 ; 0.43464117 ; 2.271512e-03 ; 6.666667e-03 ; 4800
336177 ; 0.00835399 ; 0.72907579 ; 0.00006979 ; 1.70541701 ; 0.53155150 ; 3.104340e-03 ; 1.145833e-02 ; 4800
336177 ; 0.00853673 ; 0.44539479 ; 0.00007288 ; 0.34750878 ; 0.19837652 ; 1.062993e-02 ; 1.916667e-02 ; 4800
336177 ; 0.00119659 ; 0.52214757 ; 0.00000143 ; 0.54531332 ; 0.27263809 ; 1.095078e-03 ; 2.291667e-03 ; 4800
336177 ; 0.00232027 ; 0.69608219 ; 0.00000538 ; 1.41847618 ; 0.48453042 ; 1.013059e-03 ; 3.333333e-03 ; 4800
336177 ; 0.00007104 ; 710430.48274571 ; 0.00000001 ; 181.53864573 ; 504711470814.29931641 ; 7.104305e-05 ; 0.000000e+00 ; 4800
336177 ; 0.00427276 ; 0.30160645 ; 0.00001826 ; 0.12886127 ; 0.09096645 ; 9.893909e-03 ; 1.416667e-02 ; 4800
